国,感染者,死亡者,日付
ロシア,431715,5208,2020-06-04
スウェーデン,40803,4542,2020-06-04
スペイン,240326,27128,2020-06-04
ベルギー,58685,9522,2020-06-04
エジプト,28615,1052,2020-06-04
イラン,160696,8012,2020-06-04
イスラエル,17377,285,2020-06-04
レバノン,1256,27,2020-06-04
クウェート,29359,226,2020-06-04
バーレーン,12815,19,2020-06-04
オマーン,13537,59,2020-06-04
アフガニスタン,17267,294,2020-06-04
イラク,8168,235,2020-06-04
アルジェリア,9733,667,2020-06-04
オーストリア,16771,669,2020-06-04
スイス,30811,1656,2020-06-04
クロアチア,2246,103,2020-06-04
ブラジル,584016,32548,2020-06-04
ジョージア,800,13,2020-06-04
パキスタン,80463,1688,2020-06-04
北マケドニア,2492,141,2020-06-04
ギリシア,2937,179,2020-06-04
ノルウェー,8477,237,2020-06-04
ルーマニア,19669,1279,2020-06-04
デンマーク,11971,580,2020-06-04
エストニア,1880,68,2020-06-04
オランダ,46647,5967,2020-06-04
サンマリノ,674,42,2020-06-04
リトアニア,1684,71,2020-06-04
ナイジェリア,11166,314,2020-06-04
アイスランド,1806,10,2020-06-04
アゼルバイジャン,6260,71,2020-06-04
ベラルーシ,45116,243,2020-06-04
ニュージーランド,1504,22,2020-06-04
メキシコ,101238,11729,2020-06-04
カタール,62160,45,2020-06-04
ルクセンブルク,4024,110,2020-06-04
モナコ,99,1,2020-06-04
エクアドル,40966,3486,2020-06-04
アイルランド,25111,1658,2020-06-04
チェコ,9438,323,2020-06-04
アルメニア,10524,170,2020-06-04
ドミニカ共和国,18040,515,2020-06-04
インドネシア,28233,1663,2020-06-04
アンドラ,851,51,2020-06-04
ポルトガル,33261,1436,2020-06-04
ラトビア,1079,24,2020-06-04
セネガル,3932,43,2020-06-04
サウジアラビア,91182,579,2020-06-04
ヨルダン,757,9,2020-06-04
アルゼンチン,19268,560,2020-06-04
チリ,113628,1275,2020-06-04
ウクライナ,25385,735,2020-06-04
モロッコ,7922,206,2020-06-04
チュニジア,1087,48,2020-06-04
ハンガリー,3931,534,2020-06-04
リヒテンシュタイン,82,1,2020-06-04
ポーランド,24687,1092,2020-06-04
スロベニア,1477,108,2020-06-04
パレスチナ,457,5,2020-06-04
ボスニア・ヘルツェゴビナ,2551,156,2020-06-04
南アフリカ,37525,755,2020-06-04
ジブラルタル（英領）,170,0,2020-06-04
ブータン,47,0,2020-06-04
カメルーン,6585,200,2020-06-04
トーゴ,452,13,2020-06-04
セルビア,11523,245,2020-06-04
スロバキア,1525,28,2020-06-04
バチカン,12,0,2020-06-04
コロンビア,31935,969,2020-06-04
ペルー,178914,4894,2020-06-04
コスタリカ,1157,10,2020-06-04
マルタ,622,9,2020-06-04
パラグアイ,1070,11,2020-06-04
バングラデシュ,55140,746,2020-06-04
モルドバ,8795,309,2020-06-04
ブルガリア,2560,144,2020-06-04
モルディブ,1850,7,2020-06-04
ブルネイ,141,2,2020-06-04
キプロス,958,17,2020-06-04
アルバニア,1184,33,2020-06-04
ブルキナファソ,884,53,2020-06-04
モンゴル,185,0,2020-06-04
パナマ,14609,344,2020-06-04
ボリビア,10991,343,2020-06-04
ホンジュラス,5690,217,2020-06-04
コンゴ民主共和国,3495,71,2020-06-04
ジャマイカ,591,9,2020-06-04
トルコ,166422,4609,2020-06-04
コートジボワール,3110,33,2020-06-04
ガイアナ,153,12,2020-06-04
ガーンジー（英領）,252,13,2020-06-04
ジャージー（英領）,308,29,2020-06-04
ケイマン諸島（英領）,150,1,2020-06-04
キューバ,2107,83,2020-06-04
トリニダード・トバゴ,117,8,2020-06-04
スーダン,5499,307,2020-06-04
ギニア,3933,23,2020-06-04
エチオピア,1486,14,2020-06-04
ケニア,2216,71,2020-06-04
グアテマラ,5586,116,2020-06-04
ベネズエラ,1819,17,2020-06-04
ガボン,2902,20,2020-06-04
ガーナ,8548,38,2020-06-04
アンティグア・バーブーダ,26,3,2020-06-04
カザフスタン,11796,44,2020-06-04
ウルグアイ,828,23,2020-06-04
アルバ,101,3,2020-06-04
ナミビア,25,0,2020-06-04
セーシェル,11,0,2020-06-04
セントルシア,18,0,2020-06-04
ルワンダ,397,2,2020-06-04
エスワティニ,295,3,2020-06-04
キュラソー,20,1,2020-06-04
スリナム,74,1,2020-06-04
モーリタニア,745,26,2020-06-04
コソボ,1142,30,2020-06-04
コンゴ共和国,611,20,2020-06-04
セントビンセント及びクレナディーン諸島,26,0,2020-06-04
中央アフリカ,1173,4,2020-06-04
ウズベキスタン,3843,15,2020-06-04
赤道ギニア,1306,12,2020-06-04
リベリア,316,28,2020-06-04
タンザニア,509,21,2020-06-04
ソマリア,2146,79,2020-06-04
ベナン,244,3,2020-06-04
バハマ,102,11,2020-06-04
モンテネグロ,324,9,2020-06-04
バルバドス,92,7,2020-06-04
キルギス,1871,20,2020-06-04
ザンビア,1089,7,2020-06-04
ジブチ,3935,25,2020-06-04
ガンビア,26,1,2020-06-04
モーリシャス,335,10,2020-06-04
フィジー,18,0,2020-06-04
エルサルバドル,2705,46,2020-06-04
チャド,820,66,2020-06-04
ニカラグア,1118,35,2020-06-04
モントセラト（英領）,11,1,2020-06-04
マダガスカル,908,6,2020-06-04
ハイチ,2507,45,2020-06-04
アンゴラ,86,4,2020-06-04
ニジェール,961,65,2020-06-04
パプアニューギニア,8,0,2020-06-04
ジンバブエ,222,4,2020-06-04
カーボベルデ,477,5,2020-06-04
エリトリア,39,0,2020-06-04
東ティモール,24,0,2020-06-04
マン島（英王室属領）,336,24,2020-06-04
ウガンダ,507,0,2020-06-04
ニューカレドニア,19,0,2020-06-04
シリア,123,6,2020-06-04
モザンビーク,316,2,2020-06-04
グレナダ,23,0,2020-06-04
ベリーズ,18,2,2020-06-04
バミューダ（英領）,141,9,2020-06-04
ミャンマー,233,6,2020-06-04
ドミニカ国,18,0,2020-06-04
ラオス,19,0,2020-06-04
タークス・カイコス諸島（英領）,12,1,2020-06-04
ギニアビサウ,1339,8,2020-06-04
マリ,1386,78,2020-06-04
セントクリストファー・ネービス,15,0,2020-06-04
リビア,196,5,2020-06-04
アンギラ（英領）,3,0,2020-06-04
バージン諸島（英領）,8,1,2020-06-04
シエラレオネ,909,46,2020-06-04
ブルンジ,63,1,2020-06-04
ボツワナ,40,1,2020-06-04
マラウイ,369,4,2020-06-04
ボネール、シント・ユースタティウス及びサバ,7,0,2020-06-04
フォークランド諸島（英領）,13,0,2020-06-04
西サハラ,9,1,2020-06-04
南スーダン共和国,994,10,2020-06-04
サントメ・プリンシペ,484,10,2020-06-04
イエメン共和国,419,88,2020-06-04
タジキスタン共和国,4191,47,2020-06-04
コモロ連合,132,2,2020-06-04
レソト王国,4,0,2020-06-04
ダイヤモンド・プリンセス,712,13,2020-06-04
その他,29,0,2020-06-04
中国,83027,4634,2020-06-05
香港,1100,4,2020-06-05
マカオ,45,0,2020-06-05
日本,17064,907,2020-06-05
韓国,11668,273,2020-06-05
台湾,443,7,2020-06-05
シンガポール,36922,24,2020-06-05
ネパール,2634,9,2020-06-05
タイ,3101,58,2020-06-05
ベトナム,328,0,2020-06-05
マレーシア,8247,115,2020-06-05
豪州,7247,102,2020-06-05
米国,1872557,108208,2020-06-05
カナダ,93715,7637,2020-06-05
フランス,152444,29065,2020-06-05
ドイツ,184472,8635,2020-06-05
カンボジア,125,0,2020-06-05
スリランカ,1797,11,2020-06-05
アラブ首長国連邦,37018,270,2020-06-05
フィンランド,6911,321,2020-06-05
フィリピン,20382,984,2020-06-05
インド,216919,6075,2020-06-05
イタリア,234013,33689,2020-06-05
英国,281661,39904,2020-06-05
ロシア,440538,5376,2020-06-05
スウェーデン,41883,4562,2020-06-05
スペイン,240660,27133,2020-06-05
ベルギー,58767,9548,2020-06-05
エジプト,29767,1088,2020-06-05
イラン,164270,8071,2020-06-05
イスラエル,17495,287,2020-06-05
レバノン,1306,27,2020-06-05
クウェート,29921,230,2020-06-05
バーレーン,13296,20,2020-06-05
オマーン,14316,67,2020-06-05
アフガニスタン,18054,299,2020-06-05
イラク,8840,256,2020-06-05
アルジェリア,9831,673,2020-06-05
オーストリア,16805,670,2020-06-05
スイス,30831,1659,2020-06-05
クロアチア,2247,103,2020-06-05
ブラジル,614941,34021,2020-06-05
ジョージア,801,13,2020-06-05
パキスタン,85264,1770,2020-06-05
北マケドニア,2611,145,2020-06-05
ギリシア,2952,179,2020-06-05
ノルウェー,8504,237,2020-06-05
ルーマニア,19907,1288,2020-06-05
デンマーク,12011,582,2020-06-05
エストニア,1890,69,2020-06-05
オランダ,46733,5977,2020-06-05
サンマリノ,678,42,2020-06-05
リトアニア,1687,71,2020-06-05
ナイジェリア,11516,315,2020-06-05
アイスランド,1806,10,2020-06-05
アゼルバイジャン,6522,76,2020-06-05
ベラルーシ,45981,248,2020-06-05
ニュージーランド,1504,22,2020-06-05
メキシコ,105680,12545,2020-06-05
カタール,63741,45,2020-06-05
ルクセンブルク,4027,110,2020-06-05
モナコ,99,1,2020-06-05
エクアドル,40966,3486,2020-06-05
アイルランド,25142,1659,2020-06-05
チェコ,9494,324,2020-06-05
アルメニア,11221,176,2020-06-05
ドミニカ共和国,18319,516,2020-06-05
インドネシア,28818,1698,2020-06-05
アンドラ,852,51,2020-06-05
ポルトガル,33592,1447,2020-06-05
ラトビア,1082,24,2020-06-05
セネガル,4021,45,2020-06-05
サウジアラビア,93157,611,2020-06-05
ヨルダン,765,9,2020-06-05
アルゼンチン,20197,570,2020-06-05
チリ,118292,1356,2020-06-05
ウクライナ,25981,748,2020-06-05
モロッコ,8003,206,2020-06-05
チュニジア,1087,49,2020-06-05
ハンガリー,3954,534,2020-06-05
リヒテンシュタイン,82,1,2020-06-05
ポーランド,25048,1092,2020-06-05
スロベニア,1477,108,2020-06-05
パレスチナ,464,5,2020-06-05
ボスニア・ヘルツェゴビナ,2594,156,2020-06-05
南アフリカ,40792,792,2020-06-05
ジブラルタル（英領）,172,0,2020-06-05
ブータン,47,0,2020-06-05
カメルーン,6789,200,2020-06-05
トーゴ,465,13,2020-06-05
セルビア,11571,245,2020-06-05
スロバキア,1526,28,2020-06-05
バチカン,12,0,2020-06-05
コロンビア,33466,1009,2020-06-05
ペルー,183198,5031,2020-06-05
コスタリカ,1194,10,2020-06-05
マルタ,622,9,2020-06-05
パラグアイ,1086,11,2020-06-05
バングラデシュ,57563,781,2020-06-05
モルドバ,9018,314,2020-06-05
ブルガリア,2585,147,2020-06-05
モルディブ,1872,7,2020-06-05
ブルネイ,141,2,2020-06-05
キプロス,958,17,2020-06-05
アルバニア,1197,33,2020-06-05
ブルキナファソ,885,53,2020-06-05
モンゴル,186,0,2020-06-05
パナマ,15044,352,2020-06-05
ボリビア,11638,376,2020-06-05
ホンジュラス,5880,225,2020-06-05
コンゴ民主共和国,3644,74,2020-06-05
ジャマイカ,591,9,2020-06-05
トルコ,167410,4630,2020-06-05
コートジボワール,3262,35,2020-06-05
ガイアナ,153,12,2020-06-05
ガーンジー（英領）,252,13,2020-06-05
ジャージー（英領）,308,30,2020-06-05
ケイマン諸島（英領）,151,1,2020-06-05
キューバ,2119,83,2020-06-05
トリニダード・トバゴ,117,8,2020-06-05
スーダン,5714,314,2020-06-05
ギニア,3991,23,2020-06-05
エチオピア,1636,17,2020-06-05
ケニア,2340,74,2020-06-05
グアテマラ,6154,123,2020-06-05
ベネズエラ,2087,18,2020-06-05
ガボン,2955,20,2020-06-05
ガーナ,8885,38,2020-06-05
アンティグア・バーブーダ,26,3,2020-06-05
カザフスタン,12067,48,2020-06-05
ウルグアイ,832,23,2020-06-05
アルバ,101,3,2020-06-05
ナミビア,25,0,2020-06-05
セーシェル,11,0,2020-06-05
セントルシア,19,0,2020-06-05
ルワンダ,410,2,2020-06-05
エスワティニ,300,3,2020-06-05
キュラソー,20,1,2020-06-05
スリナム,82,1,2020-06-05
モーリタニア,784,31,2020-06-05
コソボ,1142,30,2020-06-05
コンゴ共和国,611,20,2020-06-05
セントビンセント及びクレナディーン諸島,26,0,2020-06-05
中央アフリカ,1288,4,2020-06-05
ウズベキスタン,3939,16,2020-06-05
赤道ギニア,1306,12,2020-06-05
リベリア,321,28,2020-06-05
タンザニア,509,21,2020-06-05
ソマリア,2204,79,2020-06-05
ベナン,261,3,2020-06-05
バハマ,102,11,2020-06-05
モンテネグロ,324,9,2020-06-05
バルバドス,92,7,2020-06-05
キルギス,1899,20,2020-06-05
ザンビア,1089,7,2020-06-05
ジブチ,4054,26,2020-06-05
ガンビア,26,1,2020-06-05
モーリシャス,335,10,2020-06-05
フィジー,18,0,2020-06-05
エルサルバドル,2781,51,2020-06-05
チャド,828,66,2020-06-05
ニカラグア,1118,46,2020-06-05
モントセラト（英領）,11,1,2020-06-05
マダガスカル,957,6,2020-06-05
ハイチ,2640,48,2020-06-05
アンゴラ,86,4,2020-06-05
ニジェール,963,65,2020-06-05
パプアニューギニア,8,0,2020-06-05
ジンバブエ,237,4,2020-06-05
カーボベルデ,502,5,2020-06-05
エリトリア,39,0,2020-06-05
東ティモール,24,0,2020-06-05
マン島（英王室属領）,336,24,2020-06-05
ウガンダ,522,0,2020-06-05
ニューカレドニア,19,0,2020-06-05
シリア,124,6,2020-06-05
モザンビーク,352,2,2020-06-05
グレナダ,23,0,2020-06-05
ベリーズ,18,2,2020-06-05
バミューダ（英領）,141,9,2020-06-05
ミャンマー,236,6,2020-06-05
ドミニカ国,18,0,2020-06-05
ラオス,19,0,2020-06-05
タークス・カイコス諸島（英領）,12,1,2020-06-05
ギニアビサウ,1339,9,2020-06-05
マリ,1461,79,2020-06-05
セントクリストファー・ネービス,15,0,2020-06-05
リビア,209,5,2020-06-05
アンギラ（英領）,3,0,2020-06-05
バージン諸島（英領）,8,1,2020-06-05
シエラレオネ,914,47,2020-06-05
ブルンジ,63,1,2020-06-05
ボツワナ,40,1,2020-06-05
マラウイ,393,4,2020-06-05
ボネール、シント・ユースタティウス及びサバ,7,0,2020-06-05
フォークランド諸島（英領）,13,0,2020-06-05
西サハラ,9,1,2020-06-05
南スーダン共和国,994,14,2020-06-05
サントメ・プリンシペ,485,10,2020-06-05
イエメン共和国,453,96,2020-06-05
タジキスタン共和国,4289,48,2020-06-05
コモロ連合,132,2,2020-06-05
レソト王国,4,0,2020-06-05
ダイヤモンド・プリンセス,712,13,2020-06-05
その他,29,0,2020-06-05
中国,83030,4634,2020-06-06
香港,1103,4,2020-06-06
マカオ,45,0,2020-06-06
日本,17103,914,2020-06-06
韓国,11719,273,2020-06-06
台湾,443,7,2020-06-06
シンガポール,37183,24,2020-06-06
ネパール,2912,10,2020-06-06
タイ,3102,58,2020-06-06
ベトナム,328,0,2020-06-06
マレーシア,8266,115,2020-06-06
豪州,7251,102,2020-06-06
米国,1897239,109127,2020-06-06
カナダ,94335,7703,2020-06-06
フランス,153055,29111,2020-06-06
ドイツ,184924,8658,2020-06-06
カンボジア,125,0,2020-06-06
スリランカ,1801,11,2020-06-06
アラブ首長国連邦,37642,273,2020-06-06
フィンランド,6941,322,2020-06-06
フィリピン,20626,987,2020-06-06
インド,226770,6348,2020-06-06
イタリア,234531,33774,2020-06-06
英国,283311,40261,2020-06-06
ロシア,449256,5520,2020-06-06
スウェーデン,42939,4639,2020-06-06
スペイン,240978,27134,2020-06-06
ベルギー,58907,9566,2020-06-06
エジプト,31115,1126,2020-06-06
イラン,167156,8134,2020-06-06
イスラエル,17562,291,2020-06-06
レバノン,1312,28,2020-06-06
クウェート,30644,236,2020-06-06
バーレーン,13835,21,2020-06-06
オマーン,15086,67,2020-06-06
アフガニスタン,18969,309,2020-06-06
イラク,9846,271,2020-06-06
アルジェリア,9935,681,2020-06-06
オーストリア,16843,670,2020-06-06
スイス,30854,1659,2020-06-06
クロアチア,2247,103,2020-06-06
ブラジル,645771,35026,2020-06-06
ジョージア,805,13,2020-06-06
パキスタン,89249,1838,2020-06-06
北マケドニア,2790,147,2020-06-06
ギリシア,2967,179,2020-06-06
ノルウェー,8522,238,2020-06-06
ルーマニア,20103,1299,2020-06-06
デンマーク,12075,586,2020-06-06
エストニア,1910,69,2020-06-06
オランダ,46942,5990,2020-06-06
サンマリノ,680,42,2020-06-06
リトアニア,1694,71,2020-06-06
ナイジェリア,11844,323,2020-06-06
アイスランド,1806,10,2020-06-06
アゼルバイジャン,6860,78,2020-06-06
ベラルーシ,46868,253,2020-06-06
ニュージーランド,1504,22,2020-06-06
メキシコ,110026,13170,2020-06-06
カタール,65495,49,2020-06-06
ルクセンブルク,4032,110,2020-06-06
モナコ,99,1,2020-06-06
エクアドル,41575,3534,2020-06-06
アイルランド,25163,1664,2020-06-06
チェコ,9529,326,2020-06-06
アルメニア,11817,183,2020-06-06
ドミニカ共和国,18708,520,2020-06-06
インドネシア,29521,1721,2020-06-06
アンドラ,852,51,2020-06-06
ポルトガル,33969,1455,2020-06-06
ラトビア,1085,25,2020-06-06
セネガル,4155,45,2020-06-06
サウジアラビア,95748,642,2020-06-06
ヨルダン,784,9,2020-06-06
アルゼンチン,21037,588,2020-06-06
チリ,122499,1448,2020-06-06
ウクライナ,26542,762,2020-06-06
モロッコ,8071,208,2020-06-06
チュニジア,1087,49,2020-06-06
ハンガリー,3970,539,2020-06-06
リヒテンシュタイン,82,1,2020-06-06
ポーランド,25410,1117,2020-06-06
スロベニア,1479,108,2020-06-06
パレスチナ,464,5,2020-06-06
ボスニア・ヘルツェゴビナ,2606,158,2020-06-06
南アフリカ,43434,848,2020-06-06
ジブラルタル（英領）,173,0,2020-06-06
ブータン,48,0,2020-06-06
カメルーン,7392,203,2020-06-06
トーゴ,485,13,2020-06-06
セルビア,11667,246,2020-06-06
スロバキア,1526,28,2020-06-06
バチカン,12,0,2020-06-06
コロンビア,35240,1045,2020-06-06
ペルー,187400,5162,2020-06-06
コスタリカ,1228,10,2020-06-06
マルタ,625,9,2020-06-06
パラグアイ,1087,11,2020-06-06
バングラデシュ,60391,811,2020-06-06
モルドバ,9247,315,2020-06-06
ブルガリア,2627,147,2020-06-06
モルディブ,1883,7,2020-06-06
ブルネイ,141,2,2020-06-06
キプロス,960,17,2020-06-06
アルバニア,1212,33,2020-06-06
ブルキナファソ,888,53,2020-06-06
モンゴル,191,0,2020-06-06
パナマ,15463,357,2020-06-06
ボリビア,12245,400,2020-06-06
ホンジュラス,5880,234,2020-06-06
コンゴ民主共和国,3764,77,2020-06-06
ジャマイカ,595,9,2020-06-06
トルコ,168340,4648,2020-06-06
コートジボワール,3431,35,2020-06-06
ガイアナ,153,12,2020-06-06
ガーンジー（英領）,252,13,2020-06-06
ジャージー（英領）,309,30,2020-06-06
